Title_name,Title_User,Title_Review,Title_Date,Title_Stars,Title_Hepful,
"Potter comes to Hollywood, I say!",Steve-318,,24 November 2001,0,,
"Good, but doesn't live up to all of the hype",Willow192,,28 December 2001,0,,
"It's fun, I'll give it that",Laitue_Gonflable,"Having not read the Harry Potter series of books, I'm possibly not the best and most-enlightened person to comment on the film adaptation, but at the same time, I won't be emotionally clouded to adore everything Harry Potter no matter what it's really like, so can provide an objective viewpoint.
So, the film is fun. It has its high points and those high points are very enjoyable, but the low points almost completely make up for them. The fact I would assume is that the fun comes from the imagination of J K Rowling in her books rather than the film-makers, and unlike such great children's book adaptations as Willy Wonka & the Chocolate Factory or even Mary Poppins, the film doesn't seem to add anything enjoyable to the story. It's just fun to see the book come to life on the screen.
Personally I'm not much of a fan of the three main actors. Daniel Radcliffe overacts all his pleasant emotions and underacts all his negative emotions while Emma Watson really needs to cut out the exaggerated head movements. Rupert Grint is a shade better, he has a certain credibility in his performance and should really get more credit. He's a touch above your average child actor.
The biggest fun for me is all the great actor cameos from the likes of John Cleese, Maggie Smith, Robbie Coltrane, John Hurt and, of course, Richard Harris as Dumbledore. They are definitely the highlight of an otherwise hammy cast.
Overall the plot is fairly well-driven and the special effects are nicely handled. John Williams' musical score complements the action well and the script, while presumably taken almost straight from the book, is good, but not great. For non-lovers of the books, it's fun, but nothing more. *** / *****",7 September 2003,6,,
It was great.,Sparrow_in_flight,"That's all there is to say. It'll never be as good as the books, but it came damn close. They picked three great kids for the leads, and did a good job with the other roles as well. As far as how the story translated to the big screen, well, obviously, some parts recived more or less attention than in the book, and the same applies to characters. But overall, it was great!",22 June 2003,10,0,
It was ok,LeThAlWeApOn389,"This movie was not what I expected. Even though acting for a kid is quite difficult but I thought the acting was terrible. They left out a whole lot of scenes that were in the book. I know if you put all the parts in the book in the movie, the movie would be very long but I thought they should have put more classes he took in the book because in the movie there was only a few classes they showed he took. The Dursley house was the worst acting of all the movie. Just how they spoke made me go crazy. Although, the movie besides the acting was ok and I'll give the movie 8/10 because I think the acting was worth 2 points. It's a very good movie for kids, even though it's made for kids, but since I read every book, I expected a little more. So overall I thought the movie was ok.",11 July 2003,8,0,
Delightful magical adventure,jmmustchin,"The first instalment in the Harry Potter series is fun, charming, and magical. The plot moves along smoothly with a few genuinely surprising twists and turns. The actors are generally quite good. The special effects, while occasionally showing their age, are fantastic. The thing that immediately drew me in, though, was the music score. John Williams really outdid himself here - it gives a mysterious, magical, and charming feel to it. I also really liked the care and attention to detail that went into this movie - the costumes, all the details about Hogwarts, etc. A truly fantastic fantasy film.",12 September 2019,10,0,
Open the door to the magical world,w-08323,,31 March 2020,7,,
Classic,aingmire-26563,"Harry Potter and the Sorcerer's Stone is a great start to an amazing franchise! The plot was structured really well and the cinematography is on a different level! The graphics in some parts are terrible, but lets face it this movie came out in 2001.",17 August 2021,9,0,
Magic transferred from page to screen,roystephen-81252,,5 March 2016,10,,
wondrous adventure but long,Rhino Rover,"Harry Potter and the Philosopher's Stone was a much-anticipated movie and not just for children but for adults. It's a fantasy story that created a world of magic and wonder for children and for adults it brought back something that many of us have lost; our imagination.
For those of you who have never read any of the books and have no idea what this movie is about (what rock have you been under?), this movie is based off the first book that J.K. Rowling wrote, `Harry Potter and the Philosopher's Stone'. The story revolves around a young boy that discovers he's a wizard. All throughout his life, Harry (Daniel Radcliffe) has never been able to explain strange things that happen around him in times of distress. Living with his aunt and uncle, Harry was forced to be nothing more than a servant boy. Although they knew what the cause of these happenings were, they never told Harry and did everything possible to hide his origins. He was never given any kind of attention except when something was needed of him. In fact, his bedroom was the `room under the stairs' and if something strange happened that his aunt or uncle found out about, he would get locked in his room for days or weeks. On his 11th birthday he receives a letter indicating that he's been accepted into Hogwarts School of Wizardry and Magic. Up until this point, Harry had no idea that he was a wizard or that he was the cause of these `strange' happenings. From this moment on, his life changes dramatically as he begins a wonderful journey into the discovery of his abilities and the world of magic.
Harry Potter is distinctly British and the worst thing that could have happened is for Hollywood to get a hold of it and make it through their own eyes. So when J.K. Rowling rejected the idea of Steven Spielberg directing it without having British actors (especially the lead actor), it was the first step to a successful picture. Nothing against Spielberg and I'm a huge fan of his but this movie depends greatly on the atmosphere that it creates. And part of that atmosphere was having an old British feel to it. What really worked well for this movie was that it followed the book very closely. But then again, anything that strayed from it would have caused mass criticism from children around the world. However that has never stopped directors and producers before but in this case, this was a critical factor and they were true to the book.
I was quite surprised to find out that the three lead child actors are unknowns. In fact, none of them have ever acted and considering that this is their first movie, I think they did an admirable job. Radcliffe, who plays Potter, fits the physical description of Harry Potter to a `T' and his acting is not bad. The young lady who plays Hermione Granger (Emma Watson II) plays the `Miss Know-it-all' quite well although at some points she goes over the top a bit but that's something you have to expect from inexperienced actors. Rupert Grint plays Ron Weasley, the goofy, smart mouthed friend of Potter and Granger. I actually found him quite entertaining to watch. With the way the books are written and the success that this movie has had so far, we can all assume that there will be other Harry Potter movies so I'm sure we'll see these three actors again and only see better and better performances as they gain experience.
The rest of the cast is a `who's who' of actors. With seasoned actors like Robbie Coltrane, John Cleese, Richard Harris, Alan Rickman, Maggie Smith, etc. it is near impossible to have poor performances. All of these actors played their parts beautifully and true to the characters developed by Rowling. It also helps that they looked like they really got into their parts and the world they were trying to create. I was especially impressed with Rickman's role as Professor Snape, the dark, brooding teacher of potions. The books description of this character is mysterious, moody and a bit slimy and Rickman pulls that off flawlessly.
The one last element that really made this movie was the computer graphics. This is one movie that really required computers to create this world. Like Star Wars, this movie is in a time and place that is unfamiliar to the audience hence its ability to create reality is imperative.
There is one thing about this movie that I have to mention. It is long. At two and a half hours, this will be a long sit for children so make sure they have gone to the bathroom beforehand. The other thing is that for those adults who have read the books, the movie will feel long. Because the movie follows the book so closely, you know exactly what is going on and how much further the story has to go before the movie comes to an end. I was watching this movie with my sister and brother in-law and their reactions to it were quite different. My sister, who read the book beforehand, while still enjoying it immensely, like I found it rather long. For my brother in-law who's never read the books, found the two and a half hours flash by. So my advice is that for you adults who haven't read the book but are thinking about it, watch the movie first before you read the book or else the movie will feel really long. It won't really matter for the children if they've read the books or not; they'll be fascinated by everything they've read about come to life on the see on the screen.
Overall, I really enjoyed this movie. It was magical and wondrous and definitely suitable for children and adults. In fact the show that I went to was mostly adults. Happy wizarding!",25 November 2001,9,,
An Entertaining Christmas Flick,Akira-36,"I think this was a good adaptation from the original novel and an entertaining movie for Christmas. It must've been a fantastic movie for Potter's fans, since Rowling was very much involved in maintaining originality in the film making. The special effects and casting were good and well polished. The setting and atmosphere were magical too. A highly recommended adventure for the young ones. In terms of target reader/audience, the movie producer and J.K. Rowling have got it right. It was indeed a story that appeals more to the young audience, but rather shallow for mature audiences. I suggest reading The Books of Magic series, courtesy of DC/Vertigo Comics, a brilliant and superior predecessor to Harry Potter, by Neil Gaiman, John Bolton and John Ney Rieber.",16 December 2001,5,0,
"Artistic, haunting, awe-inspiring, and yet so ludicrously criticized",SwingBatta,"This rich adaptation of the first of J.K. Rowling's bestselling novels, about Harry Potter's adventures during his first year at Hogwarts, gets the budding franchise off to one hell of a start and myself finally into the thick of Pottermania after I watched the DVD and raced through all four books last summer. Daniel Radcliffe (Harry), Rupert Grint (Ron Weasley) and Emma Watson (Hermione Granger) become so immersed in their roles, we have to remind ourselves that we're watching actors. The same goes for all the supporting characters, who are too numerous to mention here, because it's impossible to single out only a select few. There's not one bad performance to be seen. Complementing the players are solid direction by Chris Columbus, incredible sets by Stuart Craig and a powerful soundtrack by John Williams. When you think about it, has the man ever really composed a bad score? HP's only flaws are a long introduction and slow second-half pacing. Were it not for the awesome ""Tomb Raider,"" the boy wizard would have conjured up the best movie of 2001. Yes, you read that right.
The last thing I want to do here is get on my soapbox, but there is one issue regarding this movie that I need to get off my chest. While ""Harry Potter and the Sorcerer's Stone"" may not have won any Oscars, it unfortunately does deserve the Complaining About the Color of the Couch Award. (Note the initials.) Never mind that HP earned nearly $1 billion worldwide and is the second-highest grossing film of all time (unfortunately playing second fiddle to the downright horrible ""Titanic""). I don't think I've ever heard so much anally-retentive griping before over one single movie. For instance, considering the universal disdain for tie-in merchandising, Columbus caught holy hell for staunchly rejecting any Harry Potter fast-food tie-ins - at Rowling's request, no less! - while Burger King got away unscathed with their ""Lord of the Rings"" promotion. Go figure.
And to those who just can't enjoy this great work for what it is, and who instead choose to incessantly take apart every little detail, ranging from the acting and direction to the script's excessive - or dearth of - fidelity to the story and other pointless minutiae, try removing your head from your posterior and maybe you'll get a better view of things. These are the same clods who are so full of themselves that some feel the need to list book mistakes on their two-bit websites, as if they believe that doing so will elevate them to a special plateau. While we're on the subject of fidelity, what the hell does ""overfaithfulness"" to the story mean, anyway? 9/10",16 April 2003,9,,
Overrated much?,tripwires,,6 December 2001,1,,
"It's a ""wait-to-video"" movie.",remember_the_daze,,21 December 2002,0,0,
An interminable BORE once the initial scenes with Fiona Shaw and Richard Griffths are over!,csrothwec,"Probably the greatest waste of talent and money since the Burton/Taylor ""Cleopatra"" of the 1960s. After the initial scenes with Fiona Shaw and Richard Griffiths, the thing is just one interminable stretch of ennui, inter-spersed with special effects which are initially quite good but which, fatally, do nothing to bring the pasty-faced and innocuous ""lead"" character child actors to life, about whose fates and undertakings one becomes progressively LESS interested as the whole things drags itself from one phony set scene to the next until, after two and a half hours, (which seems like months!), the whole thing fades out like a candle finally guttering in its holder. Maggie Smith, Richard Harris, Robbie Coltrane etc. etc. must have sent their agents a Christmas bonus for having secured parts for them in this turkey which demanded of them less engagement than a Roger Moore 007 epic and, even better (!), set them up for numerous sequels until the kids gripped by the books finally add a few years and move onto movies for kids, (and adults!), which, unlike this junk, really DO entertain and amuse, e.g. ""Shrek"", ""Toy Story"", ""Antz"" etc. etc.",26 December 2004,6,0,
A classic movie,callie_af,"Such a comfort film - great comedy, really warm characters and a square, good vs. evil story. The effects haven't aged that well, but you forget about it.",3 February 2021,8,0,
it's the actors that stand out!,sourapple,"first of all, a warm of applause for Christ Columbus for trying his very best to be faithful as possible to the book.
Now for the comments: I understood that it is obvious that some scenes might be cut or added on the movie if it's a book. There were several characters, scenes and minor whatsits not included in the film. For example is the Potions scene where Hermione amazingly answer the logic riddle. Peeves, an important character to take part of the mischief of Harry Potter. and who knows what else. I've only seen it once, but I'm pretty sure there are more scenes missing.
But the best part of this film is the actors. Daniel Radcliffe, Rupert Grint and Emma Watson are brilliant and perfect to fit their parts. They are all adorable and they hold their characters with pride! Same goes with the other characters of the film, (I'm getting tired of typing their names, so sorry!) they are all wonderful!
All in all, I'd still give this movie a 9.5/10. yes, there were slight ""imperfections"" and others but I enjoyed the movie. seeing it FINALLY on the big screen (after months and months of anticipation), having full view of the Quidditch scene (yeah!), and experiencing the real magic. Although my imagination as I read books will never fade, it's nice to see a close-enough adaptation of a wonderful book. Cheers!!",2 January 2002,10,,
Magic world,z-59713,,24 March 2020,9,,
The boy who lived,Asentiff2004,"Harry Potter, a seemingly normal 11 year old boy soon discovers that there is far more to the world and himself then he ever imagined. Famous for an incident at his birth he soon discovers the world of magic as he is invited and attends Hogwarts, a school for witchcraft and wizardry. While there he learns that not all wizards are those to be trusted and there are those still serve an old evil, an old evil that wants Harry Potter dead.
Based off the acclaimed series by J.K. Rowling, Chris Columbus directs the first of the series. Touching, heartfelt and innocent is one way to describe the first of the series, lighthearted in its enjoyment and in its scope, one feels after watching this film that they've barely scraped the surface of the world of magic and muggles and one would be right in making that assessment. John Williams scores the film beautifully and the entire score itself feels like a part of the magic that is this film. The child actors mainly Radcliffe, Grint and Watson do a marvelous job and the chemistry between the three cant be denied by the viewer at at any point. Alan Rickman, who plays the sinister Snape is wonderful in his role and is easily one of the many who do a wonderful job within the film. The late Richard Harris also does a magnificent job as does Maggie Smith. One cant help but be inexplicably drawn to the film, it almost feels as though you are let in on a secret, one in which you are glad to be a part of. While some would argue that the first of the series is perhaps a bit to childish in its nature, i disagree and say it is the most care free of the series, a good introduction piece into a series that only gets darker and more adult as they go. For any fan of fantasy, or any fan of film in general the first Harry Potter film is a true gem and one I'm glad to have watched.",30 December 2013,8,,
Good first movie,Badmoviessuck,,2 December 2018,8,,
Harry Potter and the Return of the Happy Meal,Niro,,22 November 2001,0,,
So It Begins,FilmFreak94,"Harry Potter and the Sorcerer's Stone is an excellent film. The casting was perfect, it's like they knew these kids would evolve into the part, the soundtrack from John Williams is top notch, and it's just a fun film to watch. There are some who argue that by following the book so closely the film becomes a bit stale, but I couldn't think of a better way to start the series. By being so faithful to the book, we're able to learn more about the characters and the magical world around them. There are certain parts that could've been fixed but they aren't major and they don't take away from the overall enjoyability of the movie. If you haven't started the series yet or if you just feel like going back to where it all began, I highly recommend this film. A near perfect start to the epic film series.",12 July 2011,9,0,
Don't Believe the Hype!,ayric,"I have not read the books. I was under the impression that the books were for children, but after noticing that many adults were reading them I had to ask someone. I was told the books were sort of like Star Wars - highly accessible for adults. Well, the film is definitely sort of like Episode I. It is made for kids, and I do not find it particularly accessible for adults.
There are some great effects in this movie, but that is not enough to keep the attention. As the film moves on it becomes uninteresting and quite boring. I am sure most kids will love this, but the filmmakers should have included more intelligence in the fun, like Disney is a prime example of.
The mistakes are plentiful and the story does not take form before 90 minutes have passed. That is when the Sorcerer's Stone is even mentioned for the first time. This is a safe sign that the 152 minutes make an unnecessarily long movie.
The biggest problem of the film is, however, the cast. The complete kid part of the cast (excluding Watson) is completely without charisma. These kids are as uncharming as they come, and I cannot believe how Radcliffe could be chosen to carry a film of these proportions.
One positive thing I have to mention is a very cool chess game with living pieces. Not worth the ticket though.
Rating: 4/10",21 December 2001,4,,
Why omit things?,director9ff,,26 November 2001,0,,
The First of Many,Snappy207,"Harry Potter and the Someone's Stone is a forming classic, the wizarding world which is portrayed through this movie has so much detail I have watched the full 8 movie series around 10 times at this point (that is not an exaggeration). All the characters are highly memorable and I can not think of another series at which the main actors have grown up at the speed of the characters. And the movies mature as the series progresses too.
I highly recommend you try this series, there are some very cliché moments in this film with poor CGI and it is primarily aimed towards children, start here and watch up to and through the 3rd film and by then you should have got a proper idea if it is for you.
I personally enjoy the later movies much more however Harry Potter is one of the very few series in which I have heard someone claim a particular film as the best for each installment in the series, just goes to show it is a series anyone can enjoy.",10 August 2021,7,0,
"A wonderful movie, if only you open your eyes",Skeletors_Hood,"""The books are better!"" ""Ruins the book!"" ""Doesn't do the book justice!"" ""A complete waste of time!""
NOT TRUE!!!!
It really burns me the way people will criticize a movie based from a book. It seems that every single time it is done, we as an audience bitch about it, even if we sit around discussing ""wouldn't it be cool if they...."" about our favorite books. And when Hollywood steps up and does just that, we claim to hate it solely because it doesn't fit with our vision of the book.
BIG DEAL!!
Folks, understand two things;
1) when a movie is made from a book, some things have to change as a result, because what works in a book doesn't always happen to work in a film, because...
2) we as a movie watching society can hardly stand to watch anything that it longer than 1hr 45min in a theater....it tries our patience for some reason. And so Hollywood must try to condense subject matter as much as possible, and still tell the same story.
And once in a while, they pull it off, just as they did with Harry Potter. Now, I hadn't read the books when I watched the movie for the first time, and I thought the movie was great! It sparked my interest in the books, and have now read all four of them. The movie did not butcher the book at all...all the major events are there, as well as plot points and characterizations. Alan Rickman was a great Snape, mostly because he does a great job of being creepy. Maggie Smith was also perfect, because she always played great authoritative roles like this one, and the casting for the children in the movie was perfect as well. The scenery was beautiful, and it kept my interest all the way through.
I believe that the complaints listed around this movie are only there because people need something to complain about in any given way, especially about their entertainment. Listed below is a person who quoted the book in the descriptions of the children, and how the actors did not look like how the book describes them. They were actually perfect casting, and after re-reading the book descriptors, there really isn't much difference, so I put that down to nit-picking about details that really weren't that important. Who cares if in the film Hermione doesn't have BIG teeth. Go for the quality of her acting, not the size of her incisors.
If you don't nit-pick it to death, accuse it of being stereotypical, or cry out that it is a bastardization of the book, you'll look at it and see that it really is a good movie. I think that it would have been interesting to see people's reaction to the film if there hadn't been a book about it first.",21 July 2002,10,,
This movie was surprisely good!,jgusw,"Let me start off with, I don't know jack about Harry Potter! I went into this movie thinking, ""It is just a kids movie, so what's the fuss all about?!"" It wasn't what I expected. There were lots of kids in the theater, but this is not your everyday kid movie. This movie was pretty cool and if you don't know anything about Harry Potter, you will. This is a serious movie (no useless dancing or singing just because they can * cough * disney). Harry Potter is also long, so make sure you go to the restroom before it starts.",19 November 2001,9,0,
"Magical, wonderful good acted of the 3 child actors also Maggie Smith, Richard Harris were remarkable. Peter Jackson was the best director that they could find!",Italy-Wedding,,2 January 2002,0,0,
Mind Numbingly Awful..,jmupton2003,,30 August 2006,0,,
A very good movie,Students_SimoneVeil,"Harry Potter was released on 2001. It is a adventure and fantasy movie. The main actors are Daniel Radcliffe, Rupert Grint and Emma Watson. Harry Potter was directed by Chris Columbus. The day of his 11th birthday, Harry is enrolled at Poudlard magic and witchcraft school. The parents of Harry died when he was a little boy. In my opinion, I like this movie because it is a adventure movie, and I like this movie where there is magic and wizard. I am fan of Harry Potter because he is brave to live without his parents. The universe of the movie is magic. The setting and the customs are well done. If you like magic characters and adventure movie, you should watch Harry Potter.",8 January 2019,9,1,
Amazingly well done!,RyanEberhart,,8 October 2013,10,,
lame,MyOpinionIsFact,"This movie has tons of plot holes. It's acting is not great or even good. The f/x range from good to OK. Fluffy did look real to me. The overall taste in my mouth is ""not nearly worth the hype"". 4/10
one
two
three
four
five
six
seven
eight
PS Poor Potter having to go back and stay with his those people's home.",26 November 2001,4,,
The magic movie series that amazed my childhood,xuefeiding,"The magic world of Harry Potter has brought so much splendor to me as a child. The movie is based on the novel and constructs a magic world. Courage, friendship and family are all very touching.",1 April 2020,10,1,
Fantasitic!!,Estella,,16 February 2002,0,0,
"Gryffindor 150, Muggle Director 0",madshell,"After reading a bit of the book, and being totally enthralled with Rowling's witty and silly sense of humour, I can see why some who are fans of the book can think Colombus's celluloid interpretation is a bit diluted. Nevertheless, there is no fault in watering down the hijinx and hilarity of the three Gryffindor adventurers. How many people would have stayed in the theater if the Hogwarts Sorting Hat had, as it did in the book, broken into a musical number?
Forget the campy effects and the somewhat messy directing. The movie belongs to the young actors, who deliver the cinematic snitch, and make Harry Potter, Ron Weasley and Hermione Granger come alive with true magic.",21 December 2001,8,0,
"Boring - Boring - Boring - Can you say really, really Boring!",mikehamilton,"If you're not a kid and/or didn't read the book.....run as far away from this drivel as you can. It is so contrived and boring and long and sad........I know it is hugely popular...but I fell asleep several times as the dialog went on and on in the most ridiculous directions! Just pure nothing this film.
Boring, Boring, Boring............although my kids loved it...they really do love the book and this film - so I have to add that to this review. It just was definitely not my kind of film.......The Lord of the Rings, though........that's another story! That's what you should go see if you like fantasy films and are older than 9!",28 December 2001,5,0,
Wizards: On-screen and behind it too,javaman-7,"Java Man Reviews ""Harry Potter and the Sorcerer's Stone"" Originally appeared in LakewoodBuzz.com December, 2001.
OVERVIEW:
As an infant, Harry Potter (Radcliffe) was deposited on the doorstep of his mean aunt and uncle, and has been living with them and sleeping in a cupboard below the stairs. On his 11th birthday he learns that he's a wizard when he's invited to attend the Hogwarts School of Witchcraft & Wizardry. Once he arrives at the paranormal prep school he becomes friends with the clever Hermione (Watson) and the courageous Ron (Grint). He also encounters the hilariously outlandish instructors (Harris, Smith, Rickman and Hart) and the gruff but gentle groundskeeper (Coltrane). While Harry and his friends compete with the other houses on campus, they are also drawn into an adventure involving a mysterious wizard who wants to steal the Sorcerer's Stone. The courage and cleverness of his friends rubs off on Harry and, as the movie ends, his life as a young wizard is... just beginning.
REVIEW: 3 1/2 of 4 Java Mugs
The movie version of J. K. Rowling's Harry Potter series has been long awaited by young readers and their parents, and they won't be disappointed. The screenplay is quite faithful to the book and is fascinating enough to hold any audience's attention despite the 2 1/2 hour length. Episodes are strung together without much transition or explanation but this is a minor fault, since it allows that much more of the story to reach the screen. The dialogue is fast paced and witty, with plenty of high-spirited humor.
Some of the movie's best lines come from Coltrane's character who keeps amazing himself by revealing secrets he is supposed to keep. Radcliffe admirably inhabits Harry's trademark eyeglasses and closely matches the visual image that has emerged from the buzz around book series. As the character closest to ""normal,"" he is our guide into the movie's weird and wonderful world. Watson and Grint are also delightful as his cohorts in conjuring. The witches and wizards who run the arcane academy are played with enormous relish by some of the best British actors at work today, led by Harris, Rickman, Hart and Smith (who, like Jean Brodie, seems forever in her prime).
There are wizards off-screen, too -- those in charge of bringing key episodes to life. Lavish cinematography and imaginative set design capture the central images of the book, including the high-flying Quidditch match (played on turbo-powered broomsticks) and the crucial Wizard's chess match. Computer visuals are combined with actual locations to give the setting a sort of realistic unreality. John Williams' superb score further enlivens many of the key scenes.
And there's more to come. Kloves has already written the screenplay for the second installment and is currently adapting the third novel, while Rowling is about to publish her fifth book in the series.",16 July 2009,9,,
A Magical delight...,stiva,"I saw this movie and I was very much impressed. Chris Columbus had really captured the magic with his amazing creativity. He takes us to a wonderful journey through the magical community. The cast was perfect. The Music was really awesome. The theme song really had the magic in it. Awesome visual effects. The movie was beautifully taken. It had all the elements, the humor, the happiness, the darkness, the sadness and the magic. The movie is as good as the book. My favorite part is the chess under the trapdoor.
A movie definitely worth watching. Trust me, you'll enjoy it. Hats off to Chris Columbus and J.K.Rowling for creating this wonderful magical world.
I give this movie an 8 for 10.",11 January 2008,8,0,
Welcome to magical World,bunnysharman,It's an perfect Start to such magical Journey good work done by Director Introduce Character and Perfect Story and Creating Base for Other parts no word to Define my love for this journey.,5 June 2021,8,0,
"The Magic Comes To Life, In A Bit Of A Dull Way",Hellrazr360,"Harry Potter and the Sorcerer's Stone had a lot to live up to as a book-to-film adaptation. For-the-most-part, the movie delivers as being entertaining, but any fans wanting more than a passing movie might be disappointed.
The story of this movie of course revolves around Harry Potter, his first year at Hogwarts School of Witchcraft and Wizardy. In this movie Harry just turns eleven and suddenly discovers he's a wizard, and probably the most famous one at that. More details are revealed in the movie about Harry's past but I won't spoil them for those who have yet to experience the books or movies of Potter.
As far as being a loyal translation, Columbus does an excellent job. Yes, plenty from the book is left out of the movie but all the vital moments are in the movie. The moments that did make it to the movie are very loyal to the book, almost too loyal. While I give Columbus credit to making the movie loyal it's just too confined, not just for the young actors in the movie but the impact on the audience as well. It's this that makes Sorcerer's Stone no more than a worthy and passing effort by Columbus.
The young actors that play as Harry, Ron and Hermione are all perfect picks by Columbus, which is definitely a plus. Radcliffe as Potter is a great selection as is Rupert Grint as Ron Weasley. But Emma Watson proves as the most creditable selection and as the most mature of the young trio. Surprisingly, the actors and actresses that play the professors do a better job than our three young heroes. Not only are the selections for the professors perfect, but they add a great flair to their roles that make them seem even better for their role.
The presentation of Sorcerer's Stone is magical, no doubt, a great movie for the holidays, but it just isn't enough. The movie is fairly long, at over two hours and for some it will seem as if the film drags on too much. While the translation of the teachers, students and plot of the book is done very nicely it's how everything else is executed where the movie falls apart too. Yes, the final tasks near the end of the movie and the Quidditch match are fun to watch but far from stunning.
The result in Sorcerer's Stone is that it's a good movie through and through, but people, especially fans of the books like myself will feel let down by the movie. Now, this isn't a bad movie, there's lots to love in the film's magical flair from the introduction of the students, teachers and other cast members that make appearances in later films. But, if you're expecting a movie that will dazzle you then you're asking for too much of the movie.",4 February 2006,7,,
Very Good,Niv-1,"The first time I saw this movie I was surprised at the look of the film.
The scenes in the Dursley's neighborhood, look very similar to the way English sitcoms look on public T.V. They are very dry and look almost bleached. The scenes at Hogwarts and Diagon Alley are filled with color, and are visually stunning. Not unlike the Wizard of OZ, which Harry Potter and The Sorcerer's Stone can be easily compared to. The performances are uniformly excellent. The actors in Harry Potter thoroughly establish their characters personalities. Maggie Smith, Alan Rickman, Daniel Radcliffe, Emma Watson, Rupert Grint, Robbie Coltrane, Sean Biggerstaff, and others are really impressive in their roles.
Harry Potter includes some really elaborate art direction and sets. The first scene in Diagon Alley, you see a vibrant, bustling town, it matches the book. Chris Columbus really deserves a lot of credit. His direction artful while being faithful to the book. Without giving to much away the ending was brilliantly re-imagined, it was really fleshed out. Harry Potter and the Sorcerers Stone is a great and underrated film.",21 October 2002,9,,
I personally loved it!,Darth_Stat,"I loved that shot where you saw him from behind, some of the lovers dialogue was a little corny but the duel shots were great. Christopher Lee looks cool and especially the army shot presumably of clones on the ramp, as well as the one where he is riding the speeder on Tatooine, that was cool as well, as for the bounty hunter shots, it was well worth 13.50. I suppose they added the bonus movie 'Harry Potter and the Cinematographer's Stone' to satisfy the non Star Wars fans, I didn't mind that too much really though.
It seemed no sooner was that old guy Dimpledell and that chick lighting lamps than I was waking up to a train heading away from a huge guy (Beorn from 'The Hobbit' I think he was). I must have been conscious some of the time I suppose though because I remember something about an evil black warrior who turns people to the dark side and seems to have a bit of Phantom of the Opera/and that 'open your mind' guy from Total Recall, complex. I suppose it's a comfort to know that the underground wizard teachers are as ditsy and incompetent favouritists as every-day ones and that the students are as snobby, stuck up and in short cle she-ish as unskilled writers and Disney have always renderred them, and the best news is that Gandalf found a place to settle down and share his knowledge, also as a part-time Santa Clause. I also remember a part of it where one kid pulls out a cloak, holds it infront of himself discovering that it makes him invisible and another kid says, ""I know what that is! thats an invisible cloak!"" Harry must truly be a unique kid I would think, to walk through a wall to a magicians city, make a wand send books flying, find out he is bill gates' heir (or the equivalent), see a talking hat read his mind and then see a 20ft troll and still be wowing when tiny white butterflies appear out of nowhere.
Rowling does not really have a very fertile imagination. Harry Potter is an uninspiring two step equasion. Nobody could really believe that kids would remember any of the 'love' messages or care about them, what they remember is how to cast spells, use a wand, respond to authority, respond to danger, and respond to warning. Harry Potter has no sense of narrative or entertainment, and certainly none of originality. There are points that you hope it will go somewhere but at the same time you can't see it happening, and your fears are rewarded. 10 year olds minus would like this, I am mystified as to where the trans generationalism is. Studios basically don't care about our opinions, because most blockbusters now days seem to justify thier budget in two weeks or less, after that we can pretend all we like that our opinions matter.
In all I would award an 8/10 I suppose, they have betrayed just enough to us but not too much about Episode II. See that trailer while Harry Potter remains in the cinemas, what I really like is that they perfectly picked thier movies, that trailer has been seen by 2 of the 3 biggest american audiences of 2001.",3 January 2002,4,,
series has a shaky start,claudemercure,"An 11-year-old orphan finds out he is a wizard, and subsequently attends wizarding school, where he learns intriguing facts about his past.
Too many scenes fall flat. From the moment Dumbledore casually walks on-screen, the magical elements are treated in a matter-of-fact manner; director Chris Columbus fails to imbue them with a sense of wonder. There are fake-looking special effects (the backgrounds during the flying scenes), as well as some good ones (the moving staircases). But the worst offender is the generic, intrusively over-active score.
Despite all the flaws, the story carries you along. Columbus tends to encourage overacting, but several of the actors here (especially Maggie Smith) apparently didn't oblige. Alan Rickman is probably the best-cast actor in the movie.",12 June 2013,6,0,
ITS NOT SORCERER'S STONE ITS A PHILOSOPHER'S STONE,manson21,,20 April 2003,0,0,
This is the fun adventure from JK Rowling,aditbiju,,29 January 2019,10,,
a brief evaluation,t-81966-84968,,20 April 2020,8,,
Great adaptation but ordinary film,JBLOSS,Not having read Harry Potter I thought this was a very ordinary movie. It seems to be a combination of so many other films and books - particularly British children's fiction - that there's nothing outstanding or original about it. Probably the best thing about it is the set and the locations that they found - except Kings Cross station of course! The children are a bit stiff in their acting but it was good to see that it hadn't been made into some awful homogenised Hollywood schmaltz. I am sure it'll earn a billion but only because the books have been so successful.Definitely one for avid fans or those yet to reach puberty.,2 December 2001,7,0,
Aged well,sidneyleeberthier,"Sure, the special effects are somewhat dated and the lead trio's performances are still to be improved. Nevertheless it's easy to see how the first movie charmed audiences worldwide with its sense of awe, wonder and joy. With a horrifying villain and complex central mystery, 'Sorcerer's Stone' is an easy film to recommend, with scenes that remain iconic to this day and a simple 'dark vs light' dynamic that works very well.",8 November 2020,8,3,
